image_path,ch_0,ch_1,ch_2,ch_3,ch_4,ch_5,ch_6,ch_7,ch_8,ch_9,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20,ch_21,ch_22,ch_23,ch_24,ch_25,ch_26,ch_27,ch_28,ch_29,ch_30,ch_31,ch_32,ch_33,ch_34,ch_35,ch_36,ch_37,ch_38,ch_39,ch_40,ch_41,ch_42,ch_43,ch_44,ch_45,ch_46,ch_47,ch_48,ch_49,ch_50,ch_51,ch_52,ch_53,ch_54,ch_55,ch_56,ch_57,ch_58,ch_59,ch_60,ch_61,ch_62,ch_63,ch_64,ch_65,ch_66,ch_67,ch_68,ch_69,ch_70,ch_71,ch_72,ch_73,ch_74,ch_75,ch_76,ch_77,ch_78,ch_79,ch_80,ch_81,ch_82,ch_83,ch_84,ch_85,ch_86,ch_87,ch_88,ch_89,ch_90,ch_91,ch_92,ch_93,ch_94,ch_95
img_000001.jpg,0,0,0.26890075,0.35561725,0.51154786,0.26492292,0.5266636,0.32140797,0.09705885,0.12967698,0.07239635,0.0668274,0.04932499,0.04614273,0.045347165,0.054893937,0.054893937,0.10581005,0.12649472,0.087512076,0.07239635,0.000795564,0,0,0,0,0,0,0,0,0,0,0,0.00238757,0.33585146,0.31356746,0.46398434,0.2562658,0.5387949,0.36450228,0.09550279,0.12654118,0.07481051,0.06685195,0.054914102,0.04854725,0.05968924,0.066056095,0.10266549,0.10903234,0.097890355,0.06207681,0.019896412,0,0,0,0,0,0,0,0,0,0,0,0,0.004936418,0.315108,0.2789076,0.4014953,0.3216899,0.4401639,0.47307336,0.25340277,0.12423318,0.07322353,0.06005975,0.055946067,0.055123333,0.06828711,0.096260145,0.11765129,0.10860119,0.06417343,0.045250498,0.012341045,0,0,0,0,0,0,0,0,0,0,0
img_000002.jpg,0,0.002266669,0.65790075,0.6414674,0.22270025,0.24310027,0.10823345,0.036833376,0.021533357,0.018133353,0.015866684,0.015300017,0.01246668,0.015866684,0.01246668,0.01246668,0.013600015,0.02096669,0.022100024,0.06460007,0.16320018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0702138,0.35053304,0.81737447,0.39877152,0.13238786,0.042342678,0.024119247,0.018223431,0.015007531,0.017687447,0.015543514,0.012327614,0.012327614,0.017687447,0.01983138,0.027871128,0.13024393,0.072893724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08196057,0.29737905,0.51714945,0.5294798,0.39384592,0.1515908,0.13490854,0.22267164,0.13853513,0.03191385,0.02756196,0.029737907,0.026111333,0.031188535,0.06237707,0.2894006,0.005077203,0,0,0,0,0,0,0,0,0,0,0,0,0
img_000003.jpg,0.002242826,0.14354087,0.3857661,0.09195587,0.06616337,0.20409718,0.3532451,0.21867555,0.22203979,0.27362478,0.26016784,0.20970425,0.22203979,0.20858283,0.28932458,0.26801774,0.18615457,0.13232674,0.08747022,0.07625609,0.078498915,0.07177044,0.04709935,0.04373511,0.050463587,0.04709935,0.02915674,0.034763806,0.038128044,0.038128044,0.052706413,0.16036206,0,0.32340673,0.26991087,0.094833545,0.060790736,0.21763083,0.26991087,0.18966709,0.2711267,0.31732765,0.26626343,0.21641502,0.16899824,0.094833545,0.11307077,0.13617125,0.15440847,0.15197684,0.18237221,0.14346614,0.16170336,0.17264569,0.16778243,0.13738707,0.1155024,0.080243774,0.057143293,0.060790736,0.03647444,0.055927478,0.05835911,0.23343644,0.001039032,0.26910925,0.2150796,0.09870803,0.08727868,0.12156673,0.21715766,0.19741607,0.21611863,0.20780638,0.20157218,0.20365025,0.12780093,0.101825126,0.068576105,0.059224818,0.08312255,0.10494222,0.09870803,0.09143481,0.06130288,0.057146754,0.062341914,0.056107722,0.04987353,0.04363934,0.06130288,0.07273223,0.08208352,0.11013738,0.15689382,0.67017555
img_000004.jpg,0,0.0960687,0.947646,0.21735,0.16040431,0.083027706,0.042600602,0.0452088,0.040427104,0.0369495,0.057380404,0.052164003,0.0013041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50958455,0.80127096,0.23869753,0.13965291,0.084187925,0.047046196,0.045065302,0.056455433,0.081711814,0.024761155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47429153,0.7813412,0.108680815,0.19203794,0.30599454,0.073333174,0.07175044,0.07597105,0.07702621,0.000527577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_000005.jpg,0,0,0,0,0,0.015323618,0.029917542,0.024809668,0.09777928,0.5655145,0.5647848,0.3028239,0.074429005,0.05253812,0.051808424,0.032836325,0.037944198,0.06567265,0.13864227,0.42687222,0.15250649,0.083915055,0.029917542,0.029917542,0.013864227,0.024809668,0.03429572,0.025539365,0.03356602,0.04888964,0.02626906,0.003648481,0,0,0,0,0,0,0,0.001210031,0.110112816,0.6957678,0.5699246,0.3394137,0.17242941,0.10829777,0.09438242,0.067761734,0.055661425,0.038115975,0.02420062,0.02964576,0.01996551,0.016940434,0.016335418,0.016940434,0.017545449,0.017545449,0.01210031,0.012705325,0.016940434,0.016940434,0.007260186,0,0,0,0,0.007493957,0.21132958,0.17236102,0.19484288,0.63548756,0.4871072,0.36045933,0.2420548,0.1386382,0.1221515,0.10641419,0.07269138,0.03821918,0.020233683,0.03297341,0.025479455,0.0172361,0.013489123,0.020233683,0.013489123,0.023231266,0.016486704,0.008243352,0.025479455,0.023980662,0.011240935,0.006744561,0.006744561,0.014987914
img_000006.jpg,0,0,0,0,0,0,0.014895055,0.5709771,0.6036044,0.42699158,0.1461134,0.097172506,0.091498196,0.12128831,0.16526419,0.10568396,0.0730567,0.05177805,0.041138723,0.04326659,0.036173705,0.029080823,0.02198794,0.018441496,0.015604343,0.014185767,0.018441496,0.018441496,0.010639325,0.014185767,0.019860074,0.13547407,0,0,0,0,0,0,0.021252686,0.5419435,0.6304963,0.41655263,0.1615204,0.10484658,0.09847078,0.15160249,0.1643541,0.09705393,0.07296755,0.03754641,0.034004297,0.034004297,0.02762849,0.026920069,0.023377955,0.01487688,0.019127417,0.01487688,0.021252686,0.015585303,0.011334766,0.01487688,0.021961108,0.12326558,0,0,0,0,0,0,0.007703629,0.49863487,0.35926923,0.3795788,0.14776962,0.06863233,0.057427052,0.057427052,0.05602639,0.032215174,0.021710226,0.023110887,0.028013196,0.021009896,0.022410557,0.021009896,0.025211876,0.022410557,0.023110887,0.020309567,0.024511546,0.04552144,0.067932,0.08263893,0.11625476,0.63870084
img_000007.jpg,0,0.00055877,0.00111754,0.070405014,0.76216227,0.524685,0.2659745,0.19780457,0.109518915,0.078227796,0.046936676,0.03464374,0.038555127,0.04973053,0.0447016,0.03129112,0.021233259,0.00894032,0.00055877,0.00055877,0.00111754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048175972,0.5404948,0.57481194,0.4342437,0.30423456,0.20656273,0.14914754,0.09305222,0.06995415,0.07391382,0.06995415,0.058075145,0.036296967,0.019798346,0.005939504,0.004619614,0.003959669,0.004619614,0.002639779,0.001979834,0.000659945,0,0,0,0,0,0,0,0,0,0,0,0.066783056,0.6071187,0.48948947,0.34529877,0.23677629,0.17985892,0.1874479,0.1920013,0.21097375,0.15785086,0.11611145,0.12294154,0.08120213,0.044016108,0.031114833,0.006071187,0.006071187,0.003035594,0.006071187,0.000758898,0.002276695,0.002276695,0.00455339,0.001517797,0.002276695,0.00455339,0,0,0
img_000008.jpg,0,0,0,0.009918702,0.5524717,0.10811385,0.08430897,0.08331709,0.12795125,0.12596752,0.14580491,0.1398537,0.13191873,0.1398537,0.13390248,0.13291061,0.0932358,0.12795125,0.14481305,0.15770736,0.13191873,0.11505694,0.09918702,0.10216263,0.05852034,0.0733984,0.05752847,0.07439026,0.08629271,0.09819515,0.13588622,0.59016275,0,0,0,0,0.50912535,0.15446517,0.09755695,0.10162182,0.11076778,0.16869223,0.13515702,0.1402381,0.13820568,0.1280435,0.14836785,0.13515702,0.13007593,0.15548138,0.15853004,0.16056249,0.1341408,0.11788131,0.09450829,0.074183926,0.074183926,0.06300553,0.06402175,0.0721515,0.084346116,0.09450829,0.121946186,0.59550387,0,0,0,0,0,0.000921768,0.004608841,0.048853714,0.10969041,0.0811156,0.07650676,0.06268024,0.06821085,0.17421418,0.5890099,0.3161665,0.17421418,0.15024821,0.14010876,0.15762237,0.15762237,0.1594659,0.13089108,0.13089108,0.09217682,0.06544554,0.06452377,0.07005438,0.06636731,0.07558499,0.09402036,0.51434666
img_000009.jpg,0,0,0,0.20598614,0.6906179,0.48956978,0.24901749,0.1700091,0.14531898,0.13544294,0.20880787,0.23561428,0.079713814,0.025395552,0.027511846,0.0176358,0.0176358,0.013403207,0.009876047,0.011992344,0.011992344,0.010581479,0.008465184,0.014108639,0.010581479,0.009876047,0.009170616,0.008465184,0.014108639,0.009170616,0.013403207,0.035977032,0,0,0.07201654,0.5875742,0.5875742,0.32239178,0.2133574,0.1534558,0.24229863,0.25575966,0.04913278,0.032306485,0.030960381,0.018845448,0.023556812,0.018172396,0.013461035,0.012114932,0.008076621,0.010768828,0.010095776,0.008076621,0.009422724,0.007403569,0.007403569,0.005384414,0.008749673,0.008749673,0.007403569,0.010095776,0.004711362,0.017499346,0,0.000696021,0.075866304,0.5067034,0.39673203,0.47607845,0.35079464,0.2568318,0.38698775,0.09257081,0.040369228,0.033409014,0.022272676,0.021576654,0.021576654,0.01879257,0.016008485,0.011832359,0.009744296,0.008352254,0.005568169,0.013224402,0.00626419,0.008352254,0.008352254,0.006960211,0.008352254,0.008352254,0.009048275,0.006960211,0.005568169,0.016704507
img_000010.jpg,0,0,0,0.40104526,0.7533411,0.3210962,0.2885966,0.17354795,0.10204879,0.06304926,0.054599356,0.07929906,0.10204879,0.09034893,0.08319902,0.06304926,0.027299678,0.026649686,0.018849777,0.013649839,0.000649992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24981256,0.68286496,0.373071,0.44359857,0.27090493,0.09425645,0.08107373,0.11666708,0.11468967,0.112712264,0.06789101,0.03361594,0.027683714,0.019114945,0.011864449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37092495,0.67673683,0.29264295,0.26264706,0.17192774,0.15802719,0.20485006,0.2582574,0.20485006,0.1777806,0.08559807,0.054138947,0.04462805,0.02780108,0.005852859,0,0,0,0,0,0,0,0,0,0,0,0,0,0
